Title,Link,Categories,Organizer,Location,Date,URL,Description,Start Date,End Date,Location Name,Location Country,Performer Name,Performer URL
Economics Webinar  - Trade-Policy Dynamics: Evidence from 60 Years of U.S.-China Trade,https://calendar.hkust.edu.hk/events/economics-webinar-trade-policy-dynamics-evidence-60-years-us-china-trade,"Seminar, Lecture, Talk",Organized by Department of Economics,Online via Zoom,24  May  2023,https://calendar.hkust.edu.hk/events/economics-webinar-trade-policy-dynamics-evidence-60-years-us-china-trade,"We study the growth of Chinese exports to the United States, from autarky during 1950–1970 to 15 percent of overall U.S. imports in 2008, taking advantage of the rich heterogeneity in trade policy and trade growth across products during this period. Central to our analysis is an accounting for the dynamics of trade flows, observed trade policy, and expectations about future policy. In our empirical analysis, we estimate the dynamics of the elasticity of Chinese exports to (i) past tariff changes and (ii) the risk of future tariff hikes. We find Chinese exports responded slowly to the tariff changes that occurred when China was granted most-favored-nation status in 1980, and that policy uncertainty was more important in the immediate aftermath of this liberalization than in the lead-up to China’s 2001 accession to the World Trade Organization. However, separately identifying these two effects using data alone is difficult. In our quantitative analysis, we disentangle these effects by using a structural model to estimate a path of trade-policy expectations. We find the 1980 reform was largely a surprise and initially had a high probability of being reversed. The likelihood of reversal dropped considerably during the mid 1980s but changed little throughout the late 1990s and early 2000s despite China’s accession to the World Trade Organization in 2001.",2023-05-24,2023-05-24,Online via Zoom,HK,The Hong Kong University of Science and Technology,https://www.ust.hk
Economics Webinar  - Unique Stable Matchings,https://calendar.hkust.edu.hk/events/economics-webinar-unique-stable-matchings,"Seminar, Lecture, Talk",Organized by Department of Economics,Online via Zoom,24  May  2023,https://calendar.hkust.edu.hk/events/economics-webinar-unique-stable-matchings,"In this paper we show that a one-to-one two-sided matching market possesses a unique stable matching if and only if preferences on the normal form (Irving and Leather, 1986; Balinski and Ratier, 1997) are acyclic (Chung, 2000) if and only if the normal form is precisely the unique stable matching and nothing more.",2023-05-24,2023-05-24,Online via Zoom,HK,The Hong Kong University of Science and Technology,https://www.ust.hk
"IAS Program on Inverse Problems, Imaging and Partial Differential Equations - Quantum Numerical Analysis",https://calendar.hkust.edu.hk/events/ias-program-inverse-problems-imaging-and-partial-differential-equations-quantum-numerical,"Seminar, Lecture, Talk",Organized by HKUST Jockey Club Institute for Advanced Study,Online via Zoom,24  May  2023,https://calendar.hkust.edu.hk/events/ias-program-inverse-problems-imaging-and-partial-differential-equations-quantum-numerical,"For Attendees' Attention
This talk will be held online via Zoom. To attend, please join the Zoom meeting at https://hkust.zoom.us/j/93414564699 (Meeting ID: 934 1456 4699 / Passcode: iasip2023).Abstract
Recent developments in quantum computers have inspired rapid progress in developing quantum algorithms for scientific computing, including examples in numerical linear algebra, partial differential equations, and machine learning. However, the noise of quantum devices and quantum measurements pose new questions in the area of numerical analysis of quantum algorithms. In this talk, the speaker will discuss two of his recent works in this direction: (1) new low-depth algorithms for quantum phase estimation for early fault-tolerant quantum devices and (2) a new robust algorithm for computing phase factors in forming general functions of quantum operators.About the Speaker
Prof. Ying Lexing received his BS in Computer Science and Applied Mathematics from Shanghai Jiao Tong University in 1998. He then received his MS and PhD from the Courant Institute of Mathematical Sciences at New York University in 2000 and 2004 respectively. Before joining Stanford University in 2012, he was a Postdoctoral Scholar at the California Institute of Technology and a Professor at the University of Texas at Austin. He is currently a Professor of Mathematics at Stanford University, where he is also a member of the Institute for Computational and Mathematical Engineering.
Prof. Ying specializes in scientific computing and numerical analysis. In particular, his research concerns about the design of numerical algorithms for problems in scientific computing. The awards he has received include a Sloan Research Fellowship in 2007, an US National Science Foundation Career Award in 2009, the James H. Wilkinson Prize in Numerical Analysis and Scientific Computing in 2013 and a Morningside Silver Medal of Applied Mathematics in 2016. He was an invited speaker of the 2022 International Congress of Mathematicians.About the Program
For more information, please refer to the program website at https://iasprogram.hkust.edu.hk/inverseproblems/.",2023-05-24,2023-05-24,Online via Zoom,HK,The Hong Kong University of Science and Technology,https://www.ust.hk
Physics Department - Metamaterials 2.0,https://calendar.hkust.edu.hk/events/physics-department-metamaterials-20,"Seminar, Lecture, Talk",Organized by Department of Physics,"Room 5583, Academic Building, HKUST (Lifts 29-30)",24  May  2023,https://calendar.hkust.edu.hk/events/physics-department-metamaterials-20,,2023-05-24,2023-05-24,"['Room 5583', 'Academic Building', 'HKUST (Lifts 29-30)']",HK,The Hong Kong University of Science and Technology,https://www.ust.hk
Department of Chemistry - PhD Student Seminar - Organic Catalytic Enantioselective Ring-Opening Reactions of Cyclopropanes,https://calendar.hkust.edu.hk/events/department-chemistry-phd-student-seminar-organic-catalytic-enantioselective-ring-opening,"Seminar, Lecture, Talk",Organized by Department of Chemistry,"Room 5583 (Lifts 27-28), 5/F Academic Building",24  May  2023,https://calendar.hkust.edu.hk/events/department-chemistry-phd-student-seminar-organic-catalytic-enantioselective-ring-opening,"Student: Mr. Chenxiao QIANDepartment: Department of Chemistry, HKUSTSupervisors: Professor Jianwei SUN and Professor Pengfei LI",2023-05-24,2023-05-24,"['Room 5583 (Lifts 27-28)', '5/F Academic Building']",HK,The Hong Kong University of Science and Technology,https://www.ust.hk
IAS Program on Particle Theory - What's Done Cannot be Undone: Non-invertible Symmetry,https://calendar.hkust.edu.hk/events/ias-program-particle-theory-whats-done-cannot-be-undone-non-invertible-symmetry,"Seminar, Lecture, Talk",Organized by HKUST Jockey Club Institute for Advanced Study,"IAS4042, 4/F, Lo Ka Chung Building, Lee Shau Kee Campus, HKUST",25  May  2023,https://calendar.hkust.edu.hk/events/ias-program-particle-theory-whats-done-cannot-be-undone-non-invertible-symmetry,"Abstract

The speaker will give an overview on non-invertible global symmetries based on a series of works done in the past year. In particular, he will discuss how the Krammers-Wannier duality of the 2d Ising model can be understood as a non-invertible global symmetry. Then, the speaker will discuss a new non-invertible global symmetry in QED and real-world QCD in the massless limit and show that the neutral pion decay can be understood as a consequence of this generalized global symmetry. He will conclude with a summary highlighting some of the important progress on this subject.

 

About the Speaker

Dr. LAM Ho Tat is currently a postdoctoral researcher at MIT working on the intersection of high energy theory and condensed matter theory. Before this he obtained a PhD in Physics from Princeton University following his MSc in Physics from Perimeter Institute for Theoretical Physics and a BSc in Physics and Mathematics from The Hong Kong University of Science and Technology (HKUST).

 

About the Program

For more information, please refer to the program website at http://iasprogram.ust.hk/particle_theory.

 

For Attendees' Attention


	Seating is on a first come, first served basis.",2023-05-25,2023-05-25,"['IAS4042', '4/F', 'Lo Ka Chung Building', 'Lee Shau Kee Campus', 'HKUST']",HK,The Hong Kong University of Science and Technology,https://www.ust.hk
Economics Webinar  - A Simple Model of Network Multiplexity,https://calendar.hkust.edu.hk/events/economics-webinar-simple-model-network-multiplexity,"Seminar, Lecture, Talk",Organized by Department of Economics,Online via Zoom,25  May  2023,https://calendar.hkust.edu.hk/events/economics-webinar-simple-model-network-multiplexity,"We provide a simple network model of multiple layers (referred to as multiplexity), an important but understudied topic in the network literature. On any layer, agents’ incentives are influenced by their within-layer social ties. Facing aggregate effort constraint, agents optimize across layers, which may have heterogeneous network structures. We first characterize the equilibrium of this game and determine the importance of both within and between-layer interactions in terms of shock propagations. Then, we identify the optimal targeting interventions with multiplexity. Applications to multiple club goods, markets with neighborhood effects, and management of multiple social relationships are provided.",2023-05-25,2023-05-25,Online via Zoom,HK,The Hong Kong University of Science and Technology,https://www.ust.hk
Department of Chemistry Seminar - Controllable Activation of Platinum Drugs In Vivo,https://calendar.hkust.edu.hk/events/department-chemistry-seminar-controllable-activation-platinum-drugs-vivo,"Seminar, Lecture, Talk",Organized by Department of Chemistry,"Room 5583, 5/F (Lifts 27/28), Academic Building, HKUST",25  May  2023,https://calendar.hkust.edu.hk/events/department-chemistry-seminar-controllable-activation-platinum-drugs-vivo,"Speaker: Professor Guangyu ZHUInstitution: Department of Chemistry, City University of Hong KongHosted By: Professor Jianwei SUN",2023-05-25,2023-05-25,"['Room 5583', '5/F (Lifts 27/28)', 'Academic Building', 'HKUST']",HK,The Hong Kong University of Science and Technology,https://www.ust.hk
Marketing Research Seminar Series  - An Aversion to Intervention: How the Protestant Work Ethic Influences Preferences for Natural Healthcare,https://calendar.hkust.edu.hk/events/marketing-research-seminar-series-aversion-intervention-how-protestant-work-ethic-influences,"Seminar, Lecture, Talk",Organized by Department of Marketing,"Room 1003, 1/F, LSK Business Building",25  May  2023,https://calendar.hkust.edu.hk/events/marketing-research-seminar-series-aversion-intervention-how-protestant-work-ethic-influences,,2023-05-25,2023-05-25,"['Room 1003', '1/F', 'LSK Business Building']",HK,The Hong Kong University of Science and Technology,https://www.ust.hk
Department of Mathematics - Seminar on Pure Mathematics  - Some Questions related to the Geometry of Fake Projective Planes,https://calendar.hkust.edu.hk/events/department-mathematics-seminar-pure-mathematics-some-questions-related-geometry-fake,"Seminar, Lecture, Talk",Organized by Department of Mathematics,Room 4475 (near Lift 25/26),25  May  2023,https://calendar.hkust.edu.hk/events/department-mathematics-seminar-pure-mathematics-some-questions-related-geometry-fake,"A fake projective plane (FPP), first constructed by D. Mumford in 1979, is a complex algebraic surface $X$ with Betti numbers $b_i(X)=b_i(\mathbb{P}^2)$ for all $i$. FPPs are known to be arithmetic two-ball quotients. By the work of Prasad-Yeung'07' and '10 and Cartwright-Steger'10, there are 100 FPPs up to biholomorphisms. On the other hand, an FPP is a surface of general type whose algebraic properties are not well understood. For example, Borisov-Keum'20 has found the explicit equations of one specific pair of FPPs only recently. In this talk, we discuss two questions related to FPPs: the first one concerns the existence problem of an explicit type of exceptional collection on the derived category of an FPP by Galkin-Katzarkov-Mellit-Shiner'13; the other one is the constructing problem of surfaces of maximal canonical degree after Beauville'79.",2023-05-25,2023-05-25,Room 4475 (near Lift 25/26),HK,The Hong Kong University of Science and Technology,https://www.ust.hk
Global China Humanities Lecture Series 全球中國人文講座2023 - Rural Collective China as an Organic Energy Regime,https://calendar.hkust.edu.hk/events/global-china-humanities-lecture-series-quanqiuzhongguorenwenjiangzuo2023-rural-collective,"Seminar, Lecture, Talk",Organized by Division of Humanities; Global China Center,"Room 3401, (Lift no. 17-18)",25  May  2023,https://calendar.hkust.edu.hk/events/global-china-humanities-lecture-series-quanqiuzhongguorenwenjiangzuo2023-rural-collective,"Abstract:The Maoist development model relied on labor mobilization in agriculture and infrastructure construction, and on non-equivalent exchange between the agricultural and industrial sectors. Throughout the Mao years, the countryside received few modern inputs. Most labor was performed by human and animal muscle rather than by machines. Most fertilizer was organic, laboriously collected and composted from human and animal excrement and other organic matter. Most heating in rural households came from crop residues or firewood collected in the hills. At the same time, the urban-industrial sector transitioned from an organic to a fossil-fuel energy regime, powered by coal and petrol. For about two decades, the government expected the rural-agrarian sector to expand at the same pace as the urban-industrial sector, despite the fact that the countryside had little access to output-boosting fossil fuels. This led, on the one hand, to a rural energy crisis, as the same limited resources of land and organic matter were needed to meet conflicting demands for fuel, fodder, compost, etc. and, on the other hand, to labor intensification at the household level, as women and children were mobilized to fill the gaps resulting from extraction.Biography:Jacob Eyferth is a social historian of China with research interests in the life and work experience of non-elite people throughout the twentieth century. Most of his work has focused on the countryside and on the mid-twentieth century, c. 1920-1970. His first book, Eating Rice from Bamboo Roots, is an ethnographic history of a community of rural papermakers in Sichuan. He is currently working on a second book, tentatively titled Cotton, Gender, and Revolution in Twentieth-Century China, that uses cloth and clothing as a lens through which to analyze how the monumental changes of the twentieth century – revolution, collectivization, industrialization, etc. – transformed the lives of rural women.",2023-05-25,2023-05-25,"['Room 3401', '(Lift no. 17-18)']",HK,The Hong Kong University of Science and Technology,https://www.ust.hk
The 35th International Symposium on Power Semiconductor Devices and ICs   -  (ISPSD 2023),https://calendar.hkust.edu.hk/events/35th-international-symposium-power-semiconductor-devices-and-ics-ispsd-2023,"Conference, Symposium, Forum",Promoted by Department of Electronic & Computer Engineering on behalf of IEEE,"Shaw Auditorium, HKUST",28  May  2023 to 1  June  2023,https://calendar.hkust.edu.hk/events/35th-international-symposium-power-semiconductor-devices-and-ics-ispsd-2023,"ISPSD 2023 is coming to Hong Kong and will be held in SHAW Auditorium.

The conference spans a total of five days, commencing with a full-day short-course program on Sunday (28 May) covering seven diverse topics from devices, technologies to reliability and system applications. In the plenary sessions on Monday 29 May and Tuesday 30 May, attendees will hear from four expert speakers, one from each region, on the global technical trends in Power Delivery for Artificial Intelligence, the emerging gallium oxide power device technology, wide-bandgap GaN for power systems, and evolution of automotive power modules.",2023-05-28,2023-06-01,"['Shaw Auditorium', 'HKUST']",HK,The Hong Kong University of Science and Technology,https://www.ust.hk
Engineering Energy Networks Facing Global Transition: From Predicting Cascading Failures to Optimizing System Safety,https://calendar.hkust.edu.hk/events/engineering-energy-networks-facing-global-transition-predicting-cascading-failures,"Seminar, Lecture, Talk",Organized by Division of Environment and Sustainability,"Room 1409 (Lifts 25-26), HKUST",29  May  2023,https://calendar.hkust.edu.hk/events/engineering-energy-networks-facing-global-transition-predicting-cascading-failures,"Aiming at a sustainable energy production and at securing their energy supply, many countries are about to transition from a fossil-dominated to a green energy mix encompassing sunlight, mechanical energy and heat together with fossil and synthetic fuels. At the same time, the energy infrastructure is evolving from a collection of independently built, isolated energy carrier networks towards globally-integrated multi-energy systems. The integration of networks is clearly beneficial in view of designing optimal sustainable energy systems, but their heavily interconnected nature makes them vulnerable to cascading failures with potentially catastrophic consequences. This talk addresses the grand challenges and presents the methodological developments necessary to guide the evolution of energy infrastructure through vulnerability-based adaptation. They encompass (i) the development of high-fidelity, efficient mathematical models for quantifying the risk of cascading failures across the interdependent infrastructure; (ii) understanding the impact of the water-energy nexus on electrical energy conversion and mitigating its effect in the face of climate change; (iii) developing and validating early warning indicators of critical transitions and fault diagnosis tools in complex dynamical systems. Aside from presenting recent methodological developments, the future research challenges related to the engineering of resilient energy networks are also discussed.",2023-05-29,2023-05-29,"['Room 1409 (Lifts 25-26)', 'HKUST']",HK,The Hong Kong University of Science and Technology,https://www.ust.hk
PhD Thesis Presentation  - Unravelling Molecular Mechanisms of Cerebrovascular Disorders for Digital Medicine,https://calendar.hkust.edu.hk/events/phd-thesis-presentation-unravelling-molecular-mechanisms-cerebrovascular-disorders-digital,"Seminar, Lecture, Talk",Organized by Department of Chemical & Biological Engineering; Bioengineering Graduate Program,Rm1410 (Lifts 25-26),29  May  2023,https://calendar.hkust.edu.hk/events/phd-thesis-presentation-unravelling-molecular-mechanisms-cerebrovascular-disorders-digital,,2023-05-29,2023-05-29,Rm1410 (Lifts 25-26),HK,The Hong Kong University of Science and Technology,https://www.ust.hk
"Energy, Environmental, and Food Security Implications of a Net-zero CO2 Emissions Chemical Industry",https://calendar.hkust.edu.hk/events/energy-environmental-and-food-security-implications-net-zero-co2-emissions-chemical-industry,"Seminar, Lecture, Talk",Organized by Division of Environment and Sustainability,"Room 1409 (Lifts 25-26), HKUST",30  May  2023,https://calendar.hkust.edu.hk/events/energy-environmental-and-food-security-implications-net-zero-co2-emissions-chemical-industry,"To limit global warming below 1.5°C, all anthropogenic activities will have to reach net-zero CO2 emissions by mid-century. The chemical industry is responsible for about 5% of global CO2 emissions and is key to achieving net-zero targets. Decarbonizing this industry, nevertheless, faces a special challenge in that a large fraction of chemical products contain carbon. Yet, multiple technology routes are now available for producing chemicals with net-zero CO2 emissions based on biomass, recycling, and carbon capture, utilization, and storage. However, the extent to which these routes are viable with respect to the local availability of energy and natural resources remains unclear. In this seminar, I compare net-zero routes by quantifying their energy, land, and water requirements and the corresponding induced resource scarcity at the country-level, and further discuss the technical and environmental viability of a net-zero chemical industry. Furthermore, I dive into ammonia and fertilizers production to investigate the energy and food security implications of net-zero nitrogen fertilizers.",2023-05-30,2023-05-30,"['Room 1409 (Lifts 25-26)', 'HKUST']",HK,The Hong Kong University of Science and Technology,https://www.ust.hk
"IAS Program on Inverse Problems, Imaging and Partial Differential Equations: Transformer Meets Boundary Value Problems: Structure-conforming Operator Learning",https://calendar.hkust.edu.hk/events/ias-program-inverse-problems-imaging-and-partial-differential-equations-transformer-meets,"Seminar, Lecture, Talk",Organized by HKUST Jockey Club Institute for Advanced Study,"Online via Zoom, hosted by the Department of Mathematics of the Chinese University of Hong Kong",31  May  2023,https://calendar.hkust.edu.hk/events/ias-program-inverse-problems-imaging-and-partial-differential-equations-transformer-meets,"Abstract
A Transformer-based deep direct sampling method is proposed for solving a class of boundary value inverse problem. A real-time reconstruction is achieved by evaluating the learned inverse operator between carefully designed data and the reconstructed images. An effort is made to give a case study for a fundamental and critical question: whether and how one can benefit from the theoretical structure of a mathematical problem to develop task-oriented and structure-conforming deep neural networks? Inspired by direct sampling methods for inverse problems, the 1D boundary data are preprocessed by a partial differential equation-based feature map to yield 2D harmonic extensions in different frequency input channels. Then, by introducing a learnable non-local kernel, the approximation of direct sampling is recast to a modified attention mechanism. The proposed method is then applied to electrical impedance tomography, a well-known severely ill-posed nonlinear inverse problem. The new method achieves superior accuracy over its predecessors and contemporary operator learners, as well as shows robustness with respect to noise. This research shall strengthen the insights that the attention mechanism, despite being invented for natural language processing tasks, offers great flexibility to be modified in conformity with the a priori mathematical knowledge, which ultimately leads to the design of more physics-compatible neural architectures.For Attendees' Attention
This talk is hosted by the Department of Mathematics of the Chinese University of Hong Kong and will be held online via Zoom. To attend, please join the Zoom meeting at https://cuhk.zoom.us/j/98241093146 (Meeting ID: 982 4109 3146).About the Program
For more information, please refer to the program website at https://iasprogram.hkust.edu.hk/inverseproblems/.",2023-05-31,2023-05-31,"['Online via Zoom', 'hosted by the Department of Mathematics of the Chinese University of Hong Kong']",HK,The Hong Kong University of Science and Technology,https://www.ust.hk
Department of Mathematics - Seminar on Scientific Computation - A fourth-order conservative semi-Lagrangian finite volume WENO scheme without operator splitting for kinetic and fluid simulations,https://calendar.hkust.edu.hk/events/department-mathematics-seminar-scientific-computation-fourth-order-conservative-semi,"Seminar, Lecture, Talk",Organized by Department of Mathematics,Room 5510 (Lifts 25/26),31  May  2023,https://calendar.hkust.edu.hk/events/department-mathematics-seminar-scientific-computation-fourth-order-conservative-semi,"In this presentation, we present a fourth-order conservative semi-Lagrangian (SL) finite vol-ume (FV) weighted essentially non-oscillatory (WENO) scheme without operator splitting for two-dimensional linear transport equations with applications of kinetic models including the nonlinear Vlasov-Poisson system, the guiding center Vlasov model and the incompressible Euler equation in the vorticity-stream function formulation. To achieve fourth-order accuracy in space, two main ingredients are proposed in the SL FV formulation. Firstly, we introduce a so-called cubic-curved quadrilateral upstream cell and applying an efficient clipping method to evaluate integrals on upstream cells. Secondly, we construct a new WENO reconstruction operator, which recovers a P3 polynomial from neighboring cell averages. Mass conservation is accomplished with the mass conservative nature of the reconstruction operator and the SL formulation. A positivity-preserving limiter is applied to maintain the positivity of the numerical solution wherever appropriate. For nonlinear kinetic models, the SL scheme is coupled with a fourth-order Runge-Kutta exponential integrator for high-order temporal accuracy. Extensive bench marks are tested to verify the designed properties.",2023-05-31,2023-05-31,Room 5510 (Lifts 25/26),HK,The Hong Kong University of Science and Technology,https://www.ust.hk
Creating with Prompt: The Possibilities of Generative AI Art in Design,https://calendar.hkust.edu.hk/events/creating-prompt-possibilities-generative-ai-art-design,Workshop,Organized by Creative Media Zone | MTPC; Media Technology and Publishing Center,"Multi-function Room, LG4, Library",31  May  2023,https://calendar.hkust.edu.hk/events/creating-prompt-possibilities-generative-ai-art-design,"This sharing session will give an overview of AI generative art and its potential in the creative process from a designer's perspective. Our CMZ and design colleagues will share their experience of using popular AI generative art tools such as Midjourney, Leonardo, and Stable Diffusion to create images and designs. We will delve into how to gain insight from creative technology and integrate it into the creative process. Join us to explore the possibilities of AI generative art and its impact on the future of creativity.",2023-05-31,2023-05-31,"['Multi-function Room', 'LG4', 'Library']",HK,The Hong Kong University of Science and Technology,https://www.ust.hk
Certificate in Sustainable Design Thinking 2023,https://calendar.hkust.edu.hk/events/certificate-sustainable-design-thinking-2023,"Competition, Social Gathering, Workshop","Organized by Sustainability/Net-Zero Office; Interdisciplinary Programs Office, The Hong Kong University of Science and Technology Guangzhou",Clearwater Bay and Guangzhou Campuses,1  June  2023 to 9  June  2023,https://calendar.hkust.edu.hk/events/certificate-sustainable-design-thinking-2023,"Do you want to boost your CV with in-demand sustainability skills?
	Are you interested in contributing to a more sustainable and smart campus?
	Would you like to meet new friends and have a fun week in Guangzhou and Hong Kong together?
	Would you like to compete to win a $10,000 cash prize for your team
Worth $10,000 in value, due to the generosity of the Tung Foundation, only 30 students from both campuses get to participate in this highly competitive sponsored cross-border programme. This 9-day workshop focuses on identifying creative solutions for specific sustainability design challenges on both campuses, while connecting students to enhance communications and synergy. You will gain the rare opportunity to visit and learn from sustainable smart projects, and speak to researchers / practitioners / operators / start-ups, while standing to win the top prize of $10,000. A rare opportunity not to be missed!",2023-06-01,2023-06-09,Clearwater Bay and Guangzhou Campuses,HK,The Hong Kong University of Science and Technology,https://www.ust.hk
Physics Department - How Myxococcus Xanthus Controls Colony Morphology with Physics,https://calendar.hkust.edu.hk/events/physics-department-how-myxococcus-xanthus-controls-colony-morphology-physics,"Seminar, Lecture, Talk",Organized by Department of Physics,"Room 4503, Academic Building, HKUST (Lifts 25-26)",2  June  2023,https://calendar.hkust.edu.hk/events/physics-department-how-myxococcus-xanthus-controls-colony-morphology-physics,,2023-06-02,2023-06-02,"['Room 4503', 'Academic Building', 'HKUST (Lifts 25-26)']",HK,The Hong Kong University of Science and Technology,https://www.ust.hk
IAS Program on Particle Theory Polychronic - Tunneling: New Tunneling Processes Experiencing Euclidean and Lorentzian Evolution Simultaneously,https://calendar.hkust.edu.hk/events/ias-program-particle-theory-polychronic-tunneling-new-tunneling-processes-experiencing,"Seminar, Lecture, Talk",Organized by HKUST Jockey Club Institute for Advanced Study,"IAS4042, 4/F, Lo Ka Chung Building, Lee Shau Kee Campus, HKUST",5  June  2023,https://calendar.hkust.edu.hk/events/ias-program-particle-theory-polychronic-tunneling-new-tunneling-processes-experiencing,"Abstract
We discuss new possible tunneling processes in the presence of gravity. We formulate quantum tunneling using the Wheeler-deWitt canonical quantization and the WKB approximation. The distinctive feature of our formulation is that it accommodates the coexistence of Euclidean and Lorentzian evolution. It opens up a new possibility of quantum tunneling; e.g. a bubble wall itself tunnels the potential barrier pulling the field nearby, where the wall region experiences the Euclidean evolution while the other regions experience the Lorentzian evolution simultaneously. We execute numerical analysis and find that such a process can have a much higher tunneling rate than that of the Coleman-De Luccia bounce. We also find that the new tunneling processes exist even in the decoupling regime of gravity and affect low energy phenomenology.About the Speaker
Dr. Masahide YAMAGUCHI completed his PhD at the University of Tokyo in 1999. Then he did postdoctoral research at RESCEU in his alma mater and at Brown University in USA. Dr. Yamaguchi became a faculty member at Aoyama Gakuin University in 2004 and moved to Tokyo Institute of Technology in 2010. Recently, he moved to the Institute for Basic Science in Korea as a director.About the Program
For more information, please refer to the program website at http://iasprogram.ust.hk/particle_theory.For Attendees' Attention


	Seating is on a first come, first served basis.",2023-06-05,2023-06-05,"['IAS4042', '4/F', 'Lo Ka Chung Building', 'Lee Shau Kee Campus', 'HKUST']",HK,The Hong Kong University of Science and Technology,https://www.ust.hk
"ACCESS TECHNOLOGY SYMPOSIUM ON ""FRONTIERS OF AI ACCELERATORS: TECHNOLOGIES, CIRCUITS AND APPLICATIONS III”",https://calendar.hkust.edu.hk/events/access-technology-symposium-frontiers-ai-accelerators-technologies-circuits-and-0,"Conference, Symposium, Forum",Organized by AI Chip Center for Emerging Smart Systems; Hong Kong University of Science and Technology (HKUST); Hong Kong Science and Technology Parks Corporation (HKSTP),Mixed mode (physical events at Hong Kong Science Park and live streaming webinar via Zoom),6  June  2023 to 7  June  2023,https://calendar.hkust.edu.hk/events/access-technology-symposium-frontiers-ai-accelerators-technologies-circuits-and-0,"A high-level 2-day in-depth ACCESS Technology Symposium on “Frontiers of AI Accelerators: Technologies, Circuits and Applications III” will be held on 6-7 June, 2023. The challenge in AI hardware, is the need to have experts with multi-disciplinary knowledge in technology, IC design, system architecture and application development. This requires top experts worldwide to work together and learn from each other. Under such background, the Symposium with relevant topics systematically presented and in-depth coverage by international experts is needed.",2023-06-06,2023-06-07,Mixed mode (physical events at Hong Kong Science Park and live streaming webinar via Zoom),HK,The Hong Kong University of Science and Technology,https://www.ust.hk
